protocol_type,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate
1,40,1,0,0,498,0.0,1.0,1,0.0
2,40,9,1,1,115,0.01,1.0,1,0.0
1,45,5,0,0,246,0.0,0.06,1,0.0
1,45,1,0,0,2,0.5,1.0,1,0.0
2,11,9,43,43,34,1.0,0.0,255,1.0
1,22,9,220,1212,11,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,107,0.42
2,45,9,105,146,1,1.0,0.0,173,0.99
2,45,9,105,145,3,1.0,0.0,255,1.0
1,22,9,212,383,3,1.0,0.0,255,1.0
0,14,9,1480,0,2,1.0,0.0,40,1.0
1,45,1,0,0,257,0.05,0.06,14,0.05
1,19,9,245,0,2,1.0,0.0,22,0.1
1,22,9,318,7999,23,1.0,0.0,255,1.0
1,45,1,0,0,253,0.06,0.07,15,0.06
1,45,1,0,0,232,0.04,0.06,10,0.04
1,22,9,332,379,12,1.0,0.0,255,1.0
1,45,5,0,0,159,0.04,0.09,7,0.03
2,45,9,54,56,510,1.0,0.0,255,1.0
1,45,1,0,0,194,0.02,0.07,4,0.02
1,45,1,0,0,98,0.19,0.06,19,0.07
1,49,9,0,86,1,1.0,0.0,178,0.68
1,40,1,0,0,472,0.0,1.0,1,0.0
1,22,4,1024,0,81,1.0,0.0,253,0.99
2,45,9,28,0,2,1.0,0.0,2,0.09
1,22,9,177,2175,1,1.0,0.0,248,0.97
0,14,9,1032,0,447,1.0,0.0,255,1.0
1,22,9,209,1471,5,1.0,0.0,255,1.0
1,49,9,1428,286,1,1.0,0.0,93,0.25
1,45,1,0,0,131,0.01,0.06,1,0.0
1,22,9,248,740,24,1.0,0.0,255,1.0
1,55,9,0,44,1,1.0,0.0,175,0.69
1,45,5,0,0,221,0.03,0.06,6,0.02
1,22,9,291,8195,16,1.0,0.0,255,1.0
1,31,1,0,0,197,0.05,0.07,9,0.04
1,22,9,257,5320,15,1.0,0.0,255,1.0
1,40,5,0,0,436,0.0,1.0,1,0.0
1,43,9,28,93,1,1.0,0.0,245,0.96
2,40,9,1,1,111,0.01,1.0,1,0.0
1,22,9,216,296,3,1.0,0.0,255,1.0
1,43,2,0,36,2,0.5,1.0,59,0.24
1,22,9,309,4368,13,1.0,0.0,255,1.0
1,22,9,54540,8314,4,1.0,0.0,251,0.98
1,25,1,0,0,243,0.02,0.07,4,0.02
2,11,9,43,76,126,1.0,0.0,255,1.0
0,59,9,36,0,1,1.0,0.0,127,0.5
1,5,1,0,0,116,0.07,0.07,8,0.03
1,22,9,215,332,37,1.0,0.0,255,1.0
1,22,9,341,1036,4,1.0,0.0,255,1.0
1,33,1,0,0,142,0.06,0.06,8,0.03
1,22,9,300,2438,15,1.0,0.0,255,1.0
1,49,9,907,365,1,1.0,0.0,101,0.42
0,14,9,64,0,1,1.0,0.0,1,0.0
1,9,5,0,0,165,0.07,0.1,11,0.04
1,55,9,0,44,1,1.0,0.0,176,0.69
1,22,9,54540,8314,4,1.0,0.0,254,1.0
1,55,9,122,174,1,1.0,0.0,149,0.58
1,45,1,0,0,282,0.01,0.06,4,0.02
1,24,2,0,44,2,0.5,1.0,47,0.18
1,55,9,0,44,1,1.0,0.0,206,0.81
1,45,1,0,0,115,0.03,0.07,3,0.01
1,22,9,199,173,3,1.0,0.0,255,1.0
1,55,1,0,0,4,0.25,1.0,88,0.32
1,22,5,0,0,16,1.0,0.0,245,0.96
1,22,9,297,747,4,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,11,1.0
1,43,9,32,93,1,1.0,0.0,249,0.98
1,45,1,0,0,117,0.03,0.07,3,0.01
1,9,5,0,0,139,0.01,0.1,2,0.01
1,43,9,30,93,1,1.0,0.0,249,0.98
1,22,9,218,327,1,1.0,0.0,249,1.0
1,22,9,217,1370,5,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,156,0.61
1,45,1,0,0,298,0.02,0.06,6,0.02
1,49,9,1858,331,2,1.0,0.0,173,0.68
1,55,8,0,44,1,1.0,0.0,141,0.55
1,22,9,241,1043,16,1.0,0.0,255,1.0
1,45,1,0,0,299,0.06,0.05,19,0.07
1,49,9,1668,335,1,1.0,0.0,77,0.91
1,22,9,317,1215,3,1.0,0.0,255,1.0
2,45,9,55,52,380,1.0,0.0,255,1.0
2,45,9,105,146,1,1.0,0.0,250,0.98
1,22,9,341,5320,19,1.0,0.0,255,1.0
1,49,9,3865,330,1,1.0,0.0,89,0.79
1,22,9,222,16644,14,1.0,0.0,251,1.0
1,40,9,263,0,2,1.0,0.0,2,0.05
1,22,9,326,2897,3,1.0,0.0,255,1.0
1,45,1,0,0,228,0.08,0.06,18,0.07
1,22,1,0,0,56,0.32,0.07,58,0.23
1,49,9,2888,334,1,1.0,0.0,124,0.49
1,22,9,310,275,18,1.0,0.0,255,1.0
1,24,2,0,44,2,0.5,1.0,58,0.24
1,22,9,169,4997,1,1.0,0.0,255,1.0
1,40,1,0,0,1,1.0,0.0,9,0.15
2,11,9,45,115,2,1.0,0.0,251,0.98
1,43,9,30,103,1,1.0,0.0,218,0.85
1,22,9,220,616,11,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,144,0.56
1,22,9,334,3746,12,1.0,0.0,255,1.0
1,22,9,294,8620,2,1.0,0.0,255,1.0
1,45,10,0,0,1,1.0,0.0,1,0.01
0,14,9,1008,0,70,1.0,0.0,255,1.0
1,22,9,299,1380,3,1.0,0.0,229,0.9
1,45,5,0,0,216,0.08,0.06,17,0.07
0,14,9,1008,0,59,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,101,0.4
2,39,9,48,48,1,1.0,0.0,54,0.75
1,55,2,0,15,1,1.0,0.0,85,0.34
1,22,9,215,263,29,1.0,0.0,255,1.0
1,22,9,297,1047,5,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,15,1.0
1,22,9,227,9267,3,1.0,0.0,255,1.0
1,43,9,30,93,2,0.5,1.0,243,0.95
1,54,5,0,0,237,0.08,0.06,20,0.08
1,22,9,204,2828,17,1.0,0.0,255,1.0
1,22,9,215,20934,5,1.0,0.0,255,1.0
1,22,9,224,306,23,1.0,0.0,251,1.0
1,45,5,0,0,280,0.05,0.06,14,0.05
1,22,4,72564,0,13,1.0,0.0,237,0.93
1,45,1,0,0,213,0.08,0.07,18,0.07
1,22,9,327,538,3,1.0,0.0,255,1.0
2,11,9,42,42,122,1.0,0.0,147,0.73
1,49,9,1227,390,1,1.0,0.0,9,0.04
1,63,1,0,0,214,0.05,0.07,11,0.04
0,13,9,8,0,1,1.0,0.0,42,1.0
1,15,1,0,0,108,0.18,0.06,19,0.07
1,22,9,286,38519,8,1.0,0.0,244,1.0
1,22,9,316,664,12,1.0,0.0,255,1.0
1,22,9,195,4768,9,1.0,0.0,255,1.0
1,22,9,230,2546,2,1.0,0.0,255,1.0
1,45,1,0,0,272,0.05,0.06,13,0.05
1,18,9,164,599,1,1.0,0.0,6,0.02
1,45,5,0,0,226,0.07,0.07,15,0.06
2,11,9,43,43,111,1.0,0.0,255,1.0
2,45,9,46,43,118,1.0,0.0,254,1.0
1,22,9,151,9485,14,1.0,0.0,255,1.0
1,22,9,232,3557,1,1.0,0.0,255,1.0
0,14,9,1032,0,510,1.0,0.0,126,0.88
1,45,1,0,0,120,0.17,0.08,20,0.08
1,40,5,0,0,120,0.03,0.06,3,0.01
1,22,9,159,7860,4,1.0,0.0,229,1.0
1,22,9,242,567,4,1.0,0.0,255,1.0
2,45,9,1,1,58,0.02,1.0,1,0.0
1,22,9,206,383,4,1.0,0.0,255,1.0
1,22,9,339,703,7,1.0,0.0,255,1.0
2,11,9,42,42,3,1.0,0.0,251,0.98
1,19,9,12,0,1,1.0,0.0,14,1.0
1,43,9,32,93,1,1.0,0.0,236,0.93
1,49,9,2599,293,2,1.0,0.0,185,0.73
1,43,9,32,93,1,1.0,0.0,161,0.89
1,45,1,0,0,110,0.11,0.05,12,0.05
1,22,9,293,1828,5,1.0,0.0,160,1.0
0,14,9,40008,0,1,1.0,0.0,1,1.0
1,19,9,283618,0,2,1.0,0.0,24,1.0
1,45,5,0,0,240,0.01,0.06,3,0.01
2,45,9,52,50,511,1.0,0.0,255,1.0
1,22,9,333,3124,11,1.0,0.0,255,1.0
1,55,9,120,174,1,1.0,0.0,1,0.0
1,22,7,0,11521,2,1.0,0.0,245,1.0
1,45,1,0,0,240,0.04,0.06,10,0.04
1,45,5,0,0,239,0.0,0.07,1,0.0
1,54,5,0,0,239,0.08,0.07,20,0.08
1,17,5,0,0,137,0.04,0.09,6,0.02
1,22,9,222,332,8,1.0,0.0,255,1.0
1,22,9,201,11224,19,1.0,0.0,255,1.0
1,45,1,0,0,235,0.05,0.06,12,0.05
1,55,9,0,44,1,1.0,0.0,236,0.93
1,55,8,0,44,1,1.0,0.0,89,0.35
1,58,5,0,0,175,0.08,0.09,14,0.05
1,19,9,138946,0,13,1.0,0.0,163,0.64
1,22,9,350,10378,1,1.0,0.0,255,1.0
1,22,9,350,679,13,1.0,0.0,255,1.0
1,22,5,0,0,77,1.0,0.0,255,1.0
2,11,9,44,44,112,1.0,0.0,227,0.89
1,22,9,307,3731,3,1.0,0.0,255,1.0
1,49,5,0,0,207,0.06,0.06,12,0.05
1,22,9,243,13382,13,1.0,0.0,255,1.0
1,22,9,316,316,8,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,19,1.0
1,22,5,0,0,59,1.0,0.0,255,1.0
1,55,5,0,0,110,1.0,0.0,211,0.83
1,10,1,0,0,277,0.06,0.06,18,0.07
1,22,5,0,0,114,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,15,1.0
1,45,1,0,0,250,0.04,0.07,9,0.04
1,22,9,304,3634,18,1.0,0.0,255,1.0
1,22,9,210,776,1,1.0,0.0,252,0.99
1,40,1,0,0,1,1.0,0.0,3,0.07
1,40,4,0,0,1,1.0,0.0,1,0.0
1,3,1,0,0,250,0.05,0.06,12,0.05
1,22,9,335,274,2,1.0,0.0,255,1.0
1,22,9,287,1641,20,1.0,0.0,255,1.0
1,22,9,208,606,39,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,13,1.0
1,45,1,0,0,208,0.05,0.07,10,0.04
1,22,9,321,7533,7,1.0,0.0,255,1.0
1,22,4,75484,0,57,1.0,0.0,253,0.99
1,22,9,257,633,3,1.0,0.0,255,1.0
1,22,9,202,841,11,1.0,0.0,204,1.0
1,22,9,282,15482,1,1.0,0.0,250,1.0
2,45,9,105,105,2,1.0,0.0,253,0.99
1,45,1,0,0,137,0.09,0.06,12,0.05
1,43,9,0,0,1,1.0,0.0,51,0.2
1,22,5,0,0,33,1.0,0.0,255,1.0
1,18,9,227,766,1,1.0,0.0,1,1.0
1,17,7,0,334,95,0.01,1.0,3,0.01
1,25,1,0,0,277,0.05,0.06,15,0.06
1,22,9,309,2161,6,1.0,0.0,231,1.0
1,43,9,30,93,1,1.0,0.0,230,0.9
1,22,9,54540,8314,3,1.0,0.0,254,1.0
2,45,9,52,53,511,1.0,0.0,255,1.0
1,45,1,0,0,2,0.5,1.0,1,0.0
2,40,9,1,1,95,0.01,1.0,1,0.0
1,22,9,275,4327,6,1.0,0.0,255,1.0
1,22,9,225,869,25,1.0,0.0,255,1.0
1,22,4,59424,0,62,1.0,0.0,253,0.99
1,12,2,0,0,236,0.03,0.06,8,0.03
1,22,9,245,4368,6,1.0,0.0,255,1.0
1,55,9,0,44,1,1.0,0.0,246,0.96
1,22,9,300,369,4,1.0,0.0,255,1.0
1,55,2,0,15,1,1.0,0.0,88,0.32
2,40,9,115,0,5,1.0,0.0,5,0.02
1,47,1,0,0,227,0.08,0.07,19,0.07
1,22,9,184,1691,1,1.0,0.0,255,1.0
1,22,9,264,2482,3,1.0,0.0,255,1.0
1,22,9,232,198345,6,1.0,0.0,255,1.0
1,24,5,0,0,1,1.0,0.0,86,0.35
1,22,9,317,4336,18,1.0,0.0,255,1.0
2,45,9,55,52,354,1.0,0.0,255,1.0
1,18,9,156,593,1,1.0,0.0,46,0.55
2,45,9,1,0,124,0.04,0.66,5,0.02
1,22,5,0,0,44,1.0,0.0,255,1.0
1,22,9,227,181,12,1.0,0.0,255,1.0
1,22,9,253,303,15,1.0,0.0,255,1.0
1,45,1,0,0,240,0.01,0.07,3,0.01
1,49,9,0,83,1,1.0,0.0,191,0.67
1,55,9,123,174,1,1.0,0.0,40,0.16
1,54,1,0,0,209,0.05,0.06,11,0.04
1,43,1,0,0,3,0.33,1.0,41,0.24
1,22,5,0,0,94,1.0,0.0,255,1.0
1,22,4,12704,0,27,1.0,0.0,255,1.0
1,22,9,347,1667,15,1.0,0.0,255,1.0
1,40,1,0,0,479,0.0,1.0,1,0.0
1,40,1,0,0,1,1.0,0.0,4,0.02
1,45,1,0,0,220,0.07,0.06,16,0.06
1,22,9,216,12345,8,1.0,0.0,255,1.0
1,19,9,283618,0,1,1.0,0.0,38,1.0
1,22,9,307,2332,1,1.0,0.0,251,1.0
1,18,9,26,157,1,1.0,0.0,124,0.51
1,45,5,0,0,121,0.16,0.07,19,0.07
1,22,9,306,2698,4,1.0,0.0,106,0.42
1,55,9,118,174,1,1.0,0.0,96,0.38
1,22,4,33580,2920,4,1.0,0.0,254,1.0
1,22,9,315,2090,12,1.0,0.0,255,1.0
1,22,9,320,313,33,1.0,0.0,255,1.0
1,18,9,158,597,1,1.0,0.0,17,0.07
1,22,4,61504,0,27,1.0,0.0,255,1.0
1,45,5,0,0,140,0.13,0.06,18,0.07
1,45,1,0,0,189,0.02,0.06,4,0.02
2,11,9,44,129,147,1.0,0.0,255,1.0
1,58,9,0,4,1,1.0,0.0,20,1.0
1,18,9,162,597,1,1.0,0.0,79,0.31
1,45,1,0,0,226,0.05,0.08,11,0.04
1,55,9,124,174,1,1.0,0.0,255,1.0
1,22,9,307,1248,14,1.0,0.0,154,1.0
0,13,9,20,0,1,1.0,0.0,64,1.0
1,22,9,261,3998,2,1.0,0.0,255,1.0
1,19,9,283618,0,2,1.0,0.0,20,1.0
1,22,9,353,4580,15,1.0,0.0,255,1.0
2,11,9,46,46,84,1.0,0.0,255,1.0
2,45,9,105,147,1,1.0,0.0,249,0.98
1,43,9,30,93,1,1.0,0.0,244,0.96
1,55,9,123,188,1,1.0,0.0,201,0.79
1,45,5,0,0,142,0.06,0.06,9,0.04
1,22,9,311,810,1,1.0,0.0,255,1.0
1,22,9,319,331,26,1.0,0.0,255,1.0
1,45,5,0,0,253,0.06,0.07,15,0.06
2,11,9,45,45,114,1.0,0.0,255,1.0
2,45,9,47,44,107,1.0,0.0,255,1.0
1,22,9,242,589,1,1.0,0.0,255,1.0
1,12,2,0,0,270,0.07,0.06,20,0.08
1,55,8,0,44,1,1.0,0.0,181,0.71
1,45,1,0,0,132,0.09,0.05,12,0.05
1,18,9,164,601,1,1.0,0.0,7,0.03
1,55,8,0,44,1,1.0,0.0,91,0.36
1,22,9,220,3197,4,1.0,0.0,255,1.0
1,22,9,280,23297,1,1.0,0.0,255,1.0
1,45,1,0,0,144,0.11,0.06,16,0.06
1,43,2,0,0,248,0.02,0.07,5,0.02
2,11,9,42,42,10,1.0,0.0,167,0.79
0,14,9,1480,0,1,1.0,0.0,5,1.0
1,1,9,31645608,207796,1,1.0,0.0,2,0.01
1,2,1,0,0,222,0.07,0.07,15,0.06
1,19,9,12,0,1,1.0,0.0,27,1.0
1,43,5,0,0,1,1.0,0.0,63,0.33
2,11,9,45,45,78,1.0,0.0,213,0.88
1,43,9,32,93,1,1.0,0.0,156,0.89
1,7,5,0,0,265,0.02,0.06,6,0.02
1,45,1,0,0,268,0.04,0.06,12,0.05
1,22,9,358,490,29,1.0,0.0,255,1.0
1,43,9,30,93,1,1.0,0.0,251,0.98
1,49,9,1918,332,1,1.0,0.0,128,0.5
1,49,9,0,83,2,0.5,1.0,182,0.79
2,45,9,1,0,73,0.01,0.89,1,0.0
1,22,9,314,274,11,1.0,0.0,255,1.0
1,1,9,57164,35576,1,1.0,0.0,1,1.0
1,22,9,296,7002,11,1.0,0.0,255,1.0
1,49,9,1503,337,1,1.0,0.0,175,0.67
1,35,5,0,0,161,0.02,0.11,3,0.01
1,55,9,122,174,1,1.0,0.0,138,0.54
1,22,9,205,1600,12,1.0,0.0,255,1.0
2,45,9,48,0,4,1.0,0.0,254,1.0
1,22,9,326,10206,2,1.0,0.0,255,1.0
1,45,10,0,0,1,1.0,0.0,1,0.03
2,45,9,54,51,431,1.0,0.0,255,1.0
1,40,5,0,0,457,0.0,1.0,1,0.0
2,45,9,47,0,3,1.0,0.0,255,1.0
1,44,2,0,0,133,0.07,0.06,9,0.04
0,14,9,1008,0,430,1.0,0.0,255,1.0
1,22,9,243,269,21,1.0,0.0,255,1.0
1,17,9,8,223,1,1.0,0.0,13,0.04
1,3,9,10,38,1,1.0,0.0,1,1.0
1,45,5,0,0,181,0.1,0.09,18,0.07
1,22,9,183,11200,2,1.0,0.0,255,1.0
1,22,9,195,25944,3,1.0,0.0,255,1.0
2,45,9,105,146,4,0.5,0.5,253,0.99
1,43,9,26,93,1,1.0,0.0,95,0.85
1,55,9,191,10965,1,1.0,0.0,1,0.0
1,45,5,0,0,150,0.07,0.09,10,0.04
1,49,9,885,329,1,1.0,0.0,158,0.62
0,14,9,1008,0,434,1.0,0.0,255,1.0
1,45,5,0,0,140,0.07,0.09,10,0.04
1,18,9,164,599,1,1.0,0.0,28,0.11
2,45,9,53,51,511,1.0,0.0,255,1.0
1,22,9,208,753,4,1.0,0.0,255,1.0
1,24,1,0,0,2,0.5,1.0,58,0.2
1,19,9,0,3249,1,1.0,0.0,20,0.05
1,22,9,210,1415,4,1.0,0.0,255,1.0
1,45,1,0,0,133,0.01,1.0,1,0.0
1,22,9,304,774,2,1.0,0.0,255,1.0
1,49,7,0,0,1,1.0,0.0,196,0.8
1,43,9,32,93,1,1.0,0.0,238,0.93
1,22,9,292,294,15,1.0,0.0,255,1.0
1,22,9,308,1098,9,1.0,0.0,255,1.0
2,45,9,53,0,3,1.0,0.0,254,1.0
1,22,5,0,0,96,1.0,0.0,255,1.0
2,45,9,46,0,3,0.67,0.67,254,1.0
2,11,9,69,43,153,1.0,0.0,239,0.94
1,22,4,59424,0,75,1.0,0.0,253,0.99
1,55,8,0,44,1,1.0,0.0,126,0.49
0,14,9,30,0,1,1.0,0.0,4,1.0
1,63,5,0,0,266,0.08,0.05,20,0.08
1,22,9,251,1264,25,1.0,0.0,255,1.0
1,40,4,0,0,3,0.33,0.67,1,0.0
1,45,5,0,0,158,0.05,0.08,8,0.03
1,40,1,0,0,458,0.0,1.0,1,0.0
1,40,1,0,0,398,0.0,1.0,1,0.0
2,45,9,105,146,1,1.0,0.0,193,1.0
2,11,9,34,0,1,1.0,0.0,9,0.06
2,40,9,1,1,42,0.02,1.0,1,0.0
1,19,9,5470,0,1,1.0,0.0,13,0.1
1,45,1,0,0,262,0.05,0.06,12,0.05
1,43,9,32,93,1,1.0,0.0,219,0.92
2,40,9,1,1,141,0.01,1.0,1,0.0
2,45,9,54,57,511,1.0,0.0,255,1.0
0,14,9,1008,0,264,1.0,0.0,255,1.0
2,11,9,44,113,1,1.0,0.0,240,0.94
1,19,9,1690,0,3,1.0,0.0,39,0.15
2,45,9,1,1,21,0.1,0.43,2,0.01
1,45,5,0,0,161,0.12,0.09,19,0.07
0,14,9,1008,0,11,1.0,0.0,255,1.0
1,61,1,0,0,261,0.03,0.06,9,0.04
0,13,9,18,0,1,1.0,0.0,79,1.0
1,18,9,26,157,1,1.0,0.0,71,0.46
1,45,1,0,0,115,0.02,0.07,2,0.01
1,22,9,220,1856,14,1.0,0.0,114,1.0
1,45,1,0,0,108,0.19,0.06,20,0.08
1,22,9,322,3091,5,1.0,0.0,255,1.0
1,49,9,848,366,1,1.0,0.0,196,0.69
1,45,5,0,0,148,0.02,0.1,3,0.01
1,55,9,0,15,1,1.0,0.0,37,0.15
1,40,1,0,0,3,0.33,0.67,20,0.08
2,11,9,40,40,2,1.0,0.0,240,0.94
1,55,9,0,44,1,1.0,0.0,248,0.97
1,55,9,0,15,1,1.0,0.0,85,0.33
1,8,5,0,0,121,0.04,0.06,5,0.02
1,22,9,229,284,26,1.0,0.0,255,1.0
1,45,1,0,0,103,0.16,0.07,16,0.06
1,19,9,16787,0,10,1.0,0.0,40,0.52
1,22,9,380,491,9,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,136,0.53
1,55,2,0,15,1,1.0,0.0,88,0.33
1,22,9,288,326,11,1.0,0.0,255,1.0
2,40,9,1,1,35,0.03,1.0,1,0.0
0,14,9,1008,0,287,1.0,0.0,255,1.0
1,45,5,0,0,171,0.07,0.09,12,0.05
1,22,9,307,311,8,1.0,0.0,255,1.0
1,52,1,0,0,5,0.2,0.8,52,0.2
1,22,9,224,2302,5,1.0,0.0,255,1.0
2,45,9,1,1,131,0.01,0.84,1,0.0
1,22,9,216,294,14,1.0,0.0,133,1.0
1,22,9,310,267,3,1.0,0.0,255,1.0
2,11,9,44,135,155,1.0,0.0,255,1.0
1,22,9,327,2344,9,1.0,0.0,252,1.0
0,14,9,1480,0,2,1.0,0.0,22,1.0
1,45,1,0,0,108,0.05,0.07,5,0.02
1,22,9,227,182,8,1.0,0.0,255,1.0
1,45,1,0,0,254,0.0,0.07,1,0.0
0,13,9,18,0,1,1.0,0.0,24,1.0
1,45,5,0,0,204,0.01,0.07,2,0.01
1,22,9,216,2280,23,1.0,0.0,255,1.0
2,45,9,105,0,2,0.5,1.0,253,0.99
1,22,9,336,4713,20,1.0,0.0,255,1.0
1,22,9,245,2194,2,1.0,0.0,255,1.0
1,15,1,0,0,107,0.13,0.07,14,0.05
1,18,9,159,597,1,1.0,0.0,15,0.88
1,45,1,0,0,276,0.04,0.06,12,0.05
0,14,9,1008,0,443,1.0,0.0,255,1.0
0,14,9,1032,0,477,1.0,0.0,255,1.0
1,18,9,158,597,1,1.0,0.0,16,0.06
1,22,9,297,4897,29,1.0,0.0,255,1.0
1,22,9,245,2058,5,1.0,0.0,255,1.0
1,25,1,0,0,217,0.08,0.06,18,0.07
1,43,2,0,36,3,0.33,1.0,49,0.19
1,45,5,0,0,148,0.14,0.06,20,0.08
1,22,9,313,735,7,1.0,0.0,231,1.0
2,11,9,44,44,122,1.0,0.0,227,0.89
1,22,9,322,329,17,1.0,0.0,255,1.0
1,49,9,2236,332,1,1.0,0.0,45,0.54
2,45,9,51,49,511,1.0,0.0,255,1.0
1,28,1,0,0,150,0.09,0.05,14,0.05
1,18,2,0,0,104,0.02,0.09,2,0.01
0,14,9,1480,0,1,1.0,0.0,25,1.0
1,22,9,177,6806,8,1.0,0.0,48,1.0
2,45,9,46,0,2,1.0,0.0,255,1.0
0,14,9,1032,0,233,1.0,0.0,255,1.0
1,45,1,0,0,204,0.09,0.07,18,0.07
1,22,9,171,24500,1,1.0,0.0,255,1.0
1,22,9,214,1791,24,1.0,0.0,255,1.0
1,45,1,0,0,236,0.0,0.06,1,0.0
1,43,9,28,93,1,1.0,0.0,184,0.91
1,19,1,0,0,141,0.08,0.06,11,0.04
1,60,2,0,0,130,0.08,0.05,11,0.04
0,14,9,1480,0,1,1.0,0.0,17,1.0
1,22,9,223,1913,26,1.0,0.0,255,1.0
1,55,5,0,0,34,0.24,0.12,70,0.27
1,45,5,0,0,232,0.06,0.06,13,0.05
1,22,9,242,11249,1,1.0,0.0,255,1.0
2,45,9,44,0,4,1.0,0.0,253,0.99
1,45,1,0,0,170,0.06,0.06,10,0.04
2,45,9,52,53,507,1.0,0.0,255,1.0
1,45,1,0,0,269,0.03,0.07,7,0.03
0,14,9,1032,0,494,1.0,0.0,255,1.0
1,19,9,12,0,1,1.0,0.0,13,1.0
1,45,1,0,0,254,0.05,0.07,12,0.05
1,55,8,0,44,1,1.0,0.0,59,0.23
1,43,9,32,93,2,0.5,1.0,32,0.97
1,55,8,0,44,1,1.0,0.0,65,0.25
1,49,9,672,330,1,1.0,0.0,96,0.7
1,45,1,0,0,111,0.05,0.08,6,0.02
1,45,1,0,0,214,0.01,0.07,2,0.01
1,45,5,0,0,122,0.11,0.07,13,0.05
1,18,9,160,599,1,1.0,0.0,8,0.29
1,22,9,293,703,16,1.0,0.0,255,1.0
1,18,9,156,595,1,1.0,0.0,29,0.4
1,43,1,0,0,3,0.33,1.0,64,0.26
1,45,1,0,0,226,0.01,0.07,2,0.01
1,18,9,157,595,1,1.0,0.0,41,0.16
1,49,9,1567,328,1,1.0,0.0,181,0.89
1,19,9,283618,0,2,1.0,0.0,6,1.0
1,43,9,28,93,1,1.0,0.0,134,0.53
1,22,9,196,4048,3,1.0,0.0,255,1.0
1,22,9,243,1624,2,1.0,0.0,255,1.0
1,43,9,26,93,1,1.0,0.0,9,1.0
1,22,9,265,1490,1,1.0,0.0,231,0.91
1,49,9,2599,293,3,1.0,0.0,10,0.04
1,45,5,0,0,277,0.05,0.06,13,0.05
1,22,9,224,976,14,1.0,0.0,255,1.0
1,55,8,0,44,1,1.0,0.0,125,0.49
1,22,9,313,265,11,1.0,0.0,161,0.63
0,14,9,1008,0,476,1.0,0.0,255,1.0
0,14,9,1032,0,57,1.0,0.0,255,1.0
1,18,9,865,2586,1,1.0,0.0,30,0.53
2,45,9,105,146,2,1.0,0.0,187,0.99
2,11,9,46,125,123,1.0,0.0,255,1.0
1,22,9,214,5540,5,1.0,0.0,255,1.0
1,45,1,0,0,242,0.07,0.06,17,0.07
1,55,1,0,0,1,1.0,0.0,22,0.09
1,43,9,30,93,1,1.0,0.0,249,0.98
1,22,9,306,1582,20,1.0,0.0,255,1.0
2,45,9,51,55,511,1.0,0.0,255,1.0
1,22,9,238,2781,57,1.0,0.0,255,1.0
1,45,2,0,0,106,0.1,0.07,11,0.04
1,8,2,0,0,229,0.0,0.07,1,0.0
1,22,9,207,38521,2,1.0,0.0,153,1.0
1,22,9,321,6299,11,1.0,0.0,255,1.0
1,22,9,326,935,7,1.0,0.0,255,1.0
1,55,9,119,174,1,1.0,0.0,17,0.07
1,45,1,0,0,261,0.03,0.06,9,0.04
1,22,9,326,4068,12,1.0,0.0,253,1.0
1,22,9,369,11930,9,1.0,0.0,255,1.0
0,14,9,1008,0,356,1.0,0.0,255,1.0
1,45,5,0,0,43,0.05,0.19,2,0.01
1,22,9,224,659,32,1.0,0.0,206,1.0
1,45,1,0,0,250,0.08,0.06,19,0.07
1,45,0,0,0,1,1.0,0.0,1,0.0
1,22,9,219,313,18,1.0,0.0,255,1.0
2,45,9,46,46,42,1.0,0.0,254,1.0
1,22,9,226,771,14,1.0,0.0,255,1.0
1,18,9,158,595,1,1.0,0.0,37,0.41
1,45,1,0,0,210,0.08,0.06,16,0.06
2,45,9,105,146,2,1.0,0.0,235,1.0
1,22,9,338,327,2,1.0,0.0,255,1.0
1,55,5,0,0,111,1.0,0.0,255,1.0
1,45,1,0,0,123,0.1,0.06,12,0.05
1,22,9,232,3962,4,1.0,0.0,243,1.0
1,22,9,325,4960,15,1.0,0.0,255,1.0
1,22,9,282,370,40,1.0,0.0,255,1.0
1,22,9,223,1781,6,1.0,0.0,255,1.0
1,2,1,0,0,141,0.07,0.06,10,0.04
1,45,5,0,0,183,0.02,0.08,3,0.01
1,22,9,306,55311,6,1.0,0.0,255,1.0
1,22,9,238,1701,8,1.0,0.0,255,1.0
1,45,1,0,0,237,0.03,0.07,8,0.03
1,22,9,236,16257,4,1.0,0.0,255,1.0
1,22,9,293,3410,13,1.0,0.0,255,1.0
1,22,9,234,1819,28,1.0,0.0,255,1.0
1,45,1,0,0,208,0.05,0.07,11,0.04
2,45,9,105,146,1,1.0,0.0,155,1.0
